0.537012 0.201211 0.00330217
0.634668 0.194543 0.00337959
0.732324 0.195677 0.00346402
0.82998 0.19477 0.00354188
0.927637 0.191824 0.00363005
1.02529 0.189456 0.0037072
1.12295 0.188906 0.00378991
1.22061 0.189883 0.00388313
1.31826 0.185939 0.00397326
1.41592 0.186237 0.00406944
1.51357 0.180171 0.00418509
1.61123 0.184346 0.00425318
1.70889 0.168055 0.0043867
1.80654 0.17264 0.00448799
1.9042 0.172062 0.00459383
2.00186 0.173942 0.00471077
2.09951 0.169964 0.00481033
2.19717 0.159763 0.00492998
2.29482 0.167111 0.00504194
2.39248 0.166748 0.00515729
2.49014 0.158422 0.00528543
2.58779 0.162937 0.00543239
2.68545 0.159627 0.00554369
2.78311 0.15611 0.0056743
2.88076 0.163349 0.00582484
2.97842 0.155953 0.00596107
3.07607 0.149135 0.00612671
3.17373 0.15249 0.00626738
3.27139 0.15688 0.00640111
3.36904 0.143284 0.00657142
3.4667 0.131674 0.00671246
3.56436 0.152274 0.00689516
3.66201 0.145283 0.00710215
3.75967 0.152905 0.00717646
3.85732 0.142552 0.00751021
3.95498 0.142905 0.00764317
4.05264 0.139403 0.00779378
4.15029 0.140279 0.00804191
4.24795 0.148075 0.00821424
4.34561 0.129548 0.00846579
4.44326 0.144338 0.00867591
4.54092 0.127177 0.00882656
4.63857 0.140153 0.00904422
4.73623 0.126369 0.00930509
4.83389 0.134802 0.00962131
4.93154 0.137663 0.00983441
5.0292 0.12953 0.0102364
5.12686 0.120189 0.0103977
5.22451 0.152422 0.010562
5.32217 0.130416 0.0109712
5.41982 0.116141 0.0112551
5.51748 0.145066 0.0115837
5.61514 0.128214 0.0119087
5.71279 0.137457 0.0122048
5.81045 0.127376 0.0125072
5.90811 0.120127 0.012969
6.00576 0.114395 0.0131895
6.10342 0.119901 0.0135365
6.20107 0.117073 0.0141363
6.29873 0.129686 0.0143483
6.39639 0.149521 0.0149645
6.49404 0.126144 0.0150098
6.5917 0.125314 0.0154026
6.68936 0.140437 0.0159509
6.78701 0.0914666 0.0167271
6.88467 0.131922 0.0171386
6.98232 0.111654 0.017772
7.07998 0.114132 0.0182429
7.17764 0.10959 0.0188538
7.27529 0.108756 0.0194934
7.37295 0.0773854 0.0197004
7.47061 0.133036 0.0205068
7.56826 0.148023 0.0215158
7.66592 0.134556 0.0220255
7.76357 0.0996037 0.0232185
7.86123 0.131626 0.0231642
7.95889 0.131178 0.0248281
8.05654 0.0995565 0.0251759
8.1542 0.126748 0.0262581
8.25186 0.093678 0.0259048
8.34951 0.0948096 0.0273143
8.44717 0.103791 0.028771
8.54482 0.0693143 0.030157
8.64248 0.0925926 0.032453
8.74014 0.0676568 0.030353
8.83779 0.0484574 0.0330591
8.93545 0.117822 0.0341388
9.03311 0.0781695 0.034614
9.13076 0.160385 0.0373401
9.22842 0.0537182 0.0380037
9.32607 0.123009 0.038152
9.42373 0.0480084 0.0393889
9.52139 0.110087 0.043336
9.61904 0.108867 0.0427222
9.7167 0.0643887 0.0427873
9.81436 0.0740741 0.0467334
9.91201 0.0922771 0.0504257
