0.537012 0.194314 0.537012
0.634668 0.194918 0.634668
0.732324 0.195032 0.732324
0.82998 0.185171 0.82998
0.927637 0.186244 0.927637
1.02529 0.184492 1.02529
1.12295 0.181434 1.12295
1.22061 0.177516 1.22061
1.31826 0.176045 1.31826
1.41592 0.18782 1.41592
1.51357 0.183964 1.51357
1.61123 0.175348 1.61123
1.70889 0.178121 1.70889
1.80654 0.167627 1.80654
1.9042 0.174863 1.9042
2.00186 0.167557 2.00186
2.09951 0.168518 2.09951
2.19717 0.167665 2.19717
2.29482 0.149721 2.29482
2.39248 0.158568 2.39248
2.49014 0.160985 2.49014
2.58779 0.165427 2.58779
2.68545 0.158632 2.68545
2.78311 0.159742 2.78311
2.88076 0.166428 2.88076
2.97842 0.161338 2.97842
3.07607 0.153515 3.07607
3.17373 0.14444 3.17373
3.27139 0.151514 3.27139
3.36904 0.152122 3.36904
3.4667 0.151253 3.4667
3.56436 0.154908 3.56436
3.66201 0.153386 3.66201
3.75967 0.14633 3.75967
3.85732 0.13837 3.85732
3.95498 0.151889 3.95498
4.05264 0.147676 4.05264
4.15029 0.135562 4.15029
4.24795 0.1282 4.24795
4.34561 0.129688 4.34561
4.44326 0.12409 4.44326
4.54092 0.125399 4.54092
4.63857 0.130334 4.63857
4.73623 0.133098 4.73623
4.83389 0.11568 4.83389
4.93154 0.13888 4.93154
5.0292 0.136442 5.0292
5.12686 0.119591 5.12686
5.22451 0.12664 5.22451
5.32217 0.13472 5.32217
5.41982 0.135528 5.41982
5.51748 0.143946 5.51748
5.61514 0.148245 5.61514
5.71279 0.127816 5.71279
5.81045 0.118539 5.81045
5.90811 0.143289 5.90811
6.00576 0.132302 6.00576
6.10342 0.125111 6.10342
6.20107 0.106208 6.20107
6.29873 0.123224 6.29873
6.39639 0.116179 6.39639
6.49404 0.118327 6.49404
6.5917 0.120806 6.5917
6.68936 0.111007 6.68936
6.78701 0.111638 6.78701
6.88467 0.13102 6.88467
6.98232 0.0979264 6.98232
7.07998 0.125147 7.07998
7.17764 0.0943325 7.17764
7.27529 0.0742439 7.27529
7.37295 0.109611 7.37295
7.47061 0.125369 7.47061
7.56826 0.101983 7.56826
7.66592 0.0683833 7.66592
7.76357 0.154439 7.76357
7.86123 0.13404 7.86123
7.95889 0.115919 7.95889
8.05654 0.0821239 8.05654
8.1542 0.132092 8.1542
8.25186 0.118292 8.25186
8.34951 0.0860343 8.34951
8.44717 0.0772307 8.44717
8.54482 0.095365 8.54482
8.64248 0.0577595 8.64248
8.74014 0.0704109 8.74014
8.83779 0.108411 8.83779
8.93545 0.0520553 8.93545
9.03311 -0.00766488 9.03311
9.13076 0.0798095 9.13076
9.22842 0.0988577 9.22842
9.32607 0.0498463 9.32607
9.42373 0.0088286 9.42373
9.52139 0.0987654 9.52139
9.61904 0.132899 9.61904
9.7167 0.0813628 9.7167
9.81436 0.0467026 9.81436
9.91201 0.159889 9.91201
