0.537012 0.204252 0.00329216
0.634668 0.193063 0.00337083
0.732324 0.196788 0.00344465
0.82998 0.192353 0.00352768
0.927637 0.193349 0.00360695
1.02529 0.195758 0.00369345
1.12295 0.189038 0.00379995
1.22061 0.18311 0.0038829
1.31826 0.192101 0.00395615
1.41592 0.192716 0.00406161
1.51357 0.188253 0.00413956
1.61123 0.184398 0.00424513
1.70889 0.185271 0.00435598
1.80654 0.181958 0.00446132
1.9042 0.173771 0.00457314
2.00186 0.176604 0.0046782
2.09951 0.170715 0.00480068
2.19717 0.16441 0.00491865
2.29482 0.180638 0.00502168
2.39248 0.171405 0.00514106
2.49014 0.168685 0.00527782
2.58779 0.168729 0.00539726
2.68545 0.161192 0.00552375
2.78311 0.169745 0.00564792
2.88076 0.159727 0.00577064
2.97842 0.149023 0.00595644
3.07607 0.162657 0.0060687
3.17373 0.153124 0.0062117
3.27139 0.14772 0.00637072
3.36904 0.14913 0.00657434
3.4667 0.152635 0.00670248
3.56436 0.158149 0.00686462
3.66201 0.147436 0.00707734
3.75967 0.143056 0.00724749
3.85732 0.150161 0.00739503
3.95498 0.14433 0.00759235
4.05264 0.146899 0.00774807
4.15029 0.145361 0.00796932
4.24795 0.153002 0.00814915
4.34561 0.151995 0.00836091
4.44326 0.145318 0.00864783
4.54092 0.143506 0.0087874
4.63857 0.156393 0.00905534
4.73623 0.143726 0.00931832
4.83389 0.137973 0.00951255
4.93154 0.131676 0.00992722
5.0292 0.132783 0.0100194
5.12686 0.128837 0.0102906
5.22451 0.137158 0.0105232
5.32217 0.138579 0.0108527
5.41982 0.135729 0.0110447
5.51748 0.151935 0.0114216
5.61514 0.126825 0.0117131
5.71279 0.125991 0.0121968
5.81045 0.14085 0.012556
5.90811 0.124046 0.0129007
6.00576 0.14702 0.0131744
6.10342 0.14572 0.0135312
6.20107 0.135956 0.0139372
6.29873 0.0997805 0.0141803
6.39639 0.115406 0.0148352
6.49404 0.125169 0.0151965
6.5917 0.091373 0.0155029
6.68936 0.124674 0.0162832
6.78701 0.0960544 0.0162891
6.88467 0.11319 0.0168386
6.98232 0.124843 0.0176511
7.07998 0.117493 0.0183312
7.17764 0.133208 0.0188813
7.27529 0.119872 0.0198838
7.37295 0.143691 0.0200402
7.47061 0.119889 0.0203589
7.56826 0.100726 0.021745
7.66592 0.111411 0.0220674
7.76357 0.102121 0.0227821
7.86123 0.0931728 0.0227762
7.95889 0.0789687 0.0238129
8.05654 0.0780153 0.0245569
8.1542 0.132869 0.0259013
8.25186 0.126779 0.0268447
8.34951 0.0754393 0.0277664
8.44717 0.129239 0.027599
8.54482 0.140012 0.029778
8.64248 0.0264504 0.0309671
8.74014 0.126796 0.0316566
8.83779 0.104936 0.0328644
8.93545 0.125202 0.0342811
9.03311 0.0464146 0.0360972
9.13076 0.0935314 0.0357814
9.22842 0.0778171 0.037039
9.32607 0.091829 0.0403217
9.42373 0.0812422 0.0397525
9.52139 0.09136 0.0406191
9.61904 0.0362043 0.0432117
9.7167 0.11938 0.0452351
9.81436 0.145917 0.0475322
9.91201 0.095236 0.0476724
