0.537012  0.190577  0.00329347
0.634668  0.190608  0.00337361
0.732324  0.190907  0.00345692
0.82998  0.193062  0.00353526
0.927637  0.188251  0.00362905
1.02529  0.186514  0.00371878
1.12295  0.182124  0.00380453
1.22061  0.186395  0.00389368
1.31826  0.178733  0.00399088
1.41592  0.187686  0.00406385
1.51357  0.181655  0.00418173
1.61123  0.177155  0.0042665
1.70889  0.168989  0.00437704
1.80654  0.168515  0.00448221
1.9042  0.162757  0.00459594
2.00186  0.170184  0.00466645
2.09951  0.166754  0.00481526
2.19717  0.167937  0.00492378
2.29482  0.167373  0.00505117
2.39248  0.162396  0.00514657
2.49014  0.155111  0.00526479
2.58779  0.162575  0.00541636
2.68545  0.15681  0.00553457
2.78311  0.155705  0.00566504
2.88076  0.156099  0.00581019
2.97842  0.154393  0.00592893
3.07607  0.153511  0.00608453
3.17373  0.155398  0.00623441
3.27139  0.150631  0.00643724
3.36904  0.152928  0.00656789
3.4667  0.146667  0.00673337
3.56436  0.153571  0.00688374
3.66201  0.155635  0.0070654
3.75967  0.156324  0.00724775
3.85732  0.139704  0.00740972
3.95498  0.137614  0.00756544
4.05264  0.143481  0.00777078
4.15029  0.136104  0.00797489
4.24795  0.131277  0.00827438
4.34561  0.123125  0.00851876
4.44326  0.151088  0.008712
4.54092  0.134972  0.00881473
4.63857  0.16014  0.00904515
4.73623  0.125172  0.00935608
4.83389  0.123879  0.00950779
4.93154  0.14462  0.00974424
5.0292  0.136009  0.0100489
5.12686  0.137529  0.0102884
5.22451  0.136625  0.0105881
5.32217  0.135394  0.0109462
5.41982  0.128139  0.0112589
5.51748  0.120046  0.0115223
5.61514  0.130457  0.0117055
5.71279  0.132831  0.0122386
5.81045  0.124554  0.0123205
5.90811  0.125593  0.0128028
6.00576  0.113526  0.0133147
6.10342  0.128274  0.0135588
6.20107  0.115206  0.0140888
6.29873  0.116107  0.0146661
6.39639  0.173092  0.0145422
6.49404  0.117227  0.0152244
6.5917  0.126545  0.0155571
6.68936  0.106688  0.0163027
6.78701  0.128013  0.0166417
6.88467  0.101882  0.0170792
6.98232  0.152218  0.017748
7.07998  0.132294  0.0184184
7.17764  0.10803  0.019287
7.27529  0.135698  0.019225
7.37295  0.125605  0.0199364
7.47061  0.109923  0.0208763
7.56826  0.122707  0.0214098
7.66592  0.120031  0.0222715
7.76357  0.0894552  0.0218592
7.86123  0.134328  0.0244261
7.95889  0.111046  0.0241658
8.05654  0.148459  0.0244967
8.1542  0.127487  0.0264229
8.25186  0.0731212  0.0268262
8.34951  0.112328  0.0286977
8.44717  0.0812497  0.0291212
8.54482  0.163943  0.0300381
8.64248  0.120718  0.0310896
8.74014  0.116225  0.0318064
8.83779  0.0991764  0.0340361
8.93545  0.103661  0.0322406
9.03311  0.139442  0.0340313
9.13076  0.0575744  0.0376699
9.22842  0.0906913  0.0396909
9.32607  0.125728  0.0395611
9.42373  0.135487  0.0420178
9.52139  0.0260912  0.0442529
9.61904  0.110038  0.0430189
9.7167  0.134638  0.0449607
9.81436  0.213182  0.0501793
9.91201  0.151852  0.0503741
